r_m,r_R,chord_m,beta_deg,beta_rad
42.933499495419376,0.8586699899083875,1.3147018382732196,-2.9568518186980337,-0.05160679972986312
43.40056087825336,0.8680112175650672,1.2928071624023822,-3.0181096724492833,-0.05267595097052759
43.85412903219985,0.877082580643997,1.2704794787208749,-3.076388514558974,-0.053693108649591606
44.29374725257514,0.8858749450515028,1.2475753169150448,-3.1317733859525636,-0.05465975701120336
44.71897288109615,0.894379457621923,1.2239456499144616,-3.18434470187239,-0.05557729956611045
45.12937775159981,0.9025875550319963,1.1994369561208438,-3.234178389811642,-0.056447061499061785
45.524548621170055,0.9104909724234012,1.1738926629630644,-3.2813460229834575,-0.05727029199828286
45.90408758623841,0.9180817517247682,1.1471550342579562,-3.3259149523560128,-0.05804816655992276
46.26761248323919,0.9253522496647838,1.11906757469321,-3.367948431926222,-0.058781789174492685
46.61475727341583,0.9322951454683167,1.0894780336964964,-3.407505735623769,-0.0594721943672262
46.9451724113908,0.938903448227816,1.0582421026310815,-3.444642279826162,-0.060120349336370366
47.25852519712826,0.9451705039425652,1.0252279441709988,-3.4794097329999056,-0.06072715586678515
47.55450011093473,0.9510900022186947,0.990321736619942,-3.511856113716971,-0.061293452040653534
47.83279913116077,0.9566559826232154,0.9534344989866116,-3.5420258873836192,-0.06182001392571804
48.093142034283375,0.9618628406856675,0.9145106095504131,-3.569960049594474,-0.06230755703008363
48.33526667706743,0.9667053335413486,0.8735386413905937,-3.5956961957828844,-0.06275673751784598
48.558929260521694,0.9711785852104339,0.8305654718749581,-3.6192685733578593,-0.06316815311905256
48.76390457538367,0.9752780915076734,0.7857151264286557,-3.640708112409908,-0.06354234366562073
48.949986228886324,0.9789997245777264,0.7392145604117947,-3.6600424279519945,-0.06387979113044964
49.11698685257804,0.9823397370515607,0.6914296183181187,-3.6772957852295196,-0.06418091902196538
49.26473829098679,0.9852947658197359,0.6429156650498782,-3.6924890192239883,-0.06444609097919479
49.393091770938454,0.987861835418769,0.5944883134743775,-3.705639391763591,-0.0646756082778747
49.501918051358786,0.9900383610271757,0.5473182890040735,-3.7167603667753553,-0.06486970590786201
49.59110755340821,0.9918221510681642,0.5030452008091526,-3.725861256843785,-0.06502854640441816
49.66057047081842,0.9932114094163684,0.463875576728887,-3.732946666823056,-0.0651522101374101
49.71023686031972,0.9942047372063944,0.4325653484606481,-3.73801584199351,-0.06524068393449486
49.740056712067904,0.9948011342413581,0.4121040132346625,-3.741062884873224,-0.06529386486519533
49.75,0.995,0.4049596629184596,-3.7420669076376694,-0.06531138836819987
